城区,卧室数,面积（平方米）,厅数,楼层,地铁,学区,单位面积房价(万元/平方米)
海淀,4,205,有厅,中,是,是,8.2927
海淀,3,161.66,有厅,低,是,是,7.7323
丰台,1,53.72,有厅,高,否,否,4.1326
丰台,2,98.74,有厅,高,否,否,4.0511
丰台,3,101.2,有厅,中,否,否,3.9526
丰台,1,58.11,有厅,中,否,否,3.9236
丰台,2,102.28,有厅,高,否,否,3.8131
丰台,1,57.18,有厅,中,否,否,3.8126
丰台,3,129.55,有厅,低,否,否,3.7824
丰台,3,115.8,有厅,中,否,否,3.7133
丰台,3,153,有厅,低,否,否,3.6602
丰台,3,129,有厅,中,否,否,3.5272
丰台,2,114,有厅,高,否,否,3.2457
西城,2,48.97,有厅,高,是,是,7.4536
西城,1,36,无厅,高,是,是,8.9723
西城,1,42.15,有厅,低,是,是,8.6833
西城,1,42.15,有厅,低,是,是,8.541
西城,1,42.15,有厅,高,是,是,8.0665
西城,2,62.7,有厅,高,是,是,7.6396
西城,2,61.79,有厅,高,是,是,7.2019
西城,3,77.76,有厅,高,是,是,7.1374
西城,2,77.76,有厅,中,是,是,7.0731
西城,2,68.77,有厅,中,是,否,9.8881
西城,1,46.7,有厅,中,是,否,9.6789
西城,2,67.36,有厅,高,是,否,9.6497
西城,1,47.79,有厅,低,是,否,9.5209
西城,2,68.65,有厅,低,是,是,9.4684
西城,1,48.46,有厅,低,是,否,9.3892
西城,1,47.95,有厅,低,是,否,9.3848
西城,1,47.95,有厅,高,是,否,9.3848
西城,1,47.95,有厅,中,是,否,9.3848
西城,1,48.09,有厅,高,是,否,9.3575
西城,1,46.7,有厅,低,是,是,9.2078
西城,2,67.01,有厅,中,是,否,9.1032
西城,2,67.36,有厅,高,是,否,9.0559
西城,2,95.63,有厅,高,是,否,8.8885
西城,2,111.4,有厅,中,是,否,8.8869
西城,3,83,有厅,低,是,是,8.7952
西城,2,93.32,有厅,低,是,否,8.787
西城,3,95.62,有厅,低,是,否,8.7325
西城,3,83.79,有厅,高,是,否,8.7123
西城,3,85,有厅,低,是,否,8.7059
西城,1,62.14,有厅,低,是,否,8.4487
西城,3,84.07,有厅,低,是,否,8.3264
西城,3,114.62,有厅,中,是,否,7.6776
西城,3,115.35,有厅,高,是,是,7.1088
西城,3,90.1,有厅,中,是,否,10.0999
西城,3,90.2,有厅,低,是,否,10.0887
朝阳,2,85.98,有厅,低,否,否,4.1638
朝阳,2,86.63,有厅,中,否,否,4.1557
朝阳,2,62,有厅,低,是,否,3.871
朝阳,2,87.19,有厅,中,是,否,3.7275
朝阳,2,96,有厅,中,是,否,3.6459
朝阳,3,124.48,有厅,高,是,否,3.6151
朝阳,2,101,有厅,低,是,否,3.5644
朝阳,2,84.97,有厅,中,否,否,3.5307
朝阳,2,92.1,有厅,高,否,否,3.5288
朝阳,3,126,有厅,高,否,否,3.4921
朝阳,2,102,有厅,中,是,否,3.4804
朝阳,2,82.97,有厅,中,否,否,3.4109
朝阳,2,107,有厅,中,是,否,3.3832
朝阳,2,88,有厅,高,否,否,3.375
朝阳,2,91.7,有厅,中,否,否,3.2716
朝阳,2,101,有厅,低,是,否,3.2674
朝阳,3,128.81,有厅,高,是,否,3.2607
朝阳,3,145,有厅,中,是,否,3.2414
朝阳,2,121.56,有厅,高,是,否,3.1261
朝阳,3,127.43,有厅,低,是,否,3.0606
朝阳,3,129.79,有厅,高,否,否,3.0049
朝阳,1,55,有厅,低,是,否,3
朝阳,3,143,有厅,低,是,否,2.7973
海淀,3,155.02,有厅,低,是,是,9.0311
海淀,3,155.81,有厅,中,是,是,8.6644
海淀,3,160.97,有厅,低,是,是,8.5731
海淀,4,222.53,有厅,低,是,是,8.3135
海淀,3,157.29,有厅,低,是,是,8.265
海淀,3,171.16,有厅,中,是,是,8.1795
石景山,2,87.33,有厅,中,否,否,5.4964
石景山,2,88,有厅,低,是,否,5.1137
石景山,4,132.5,有厅,中,否,否,4.8906
石景山,2,83.7,有厅,低,否,否,4.779
石景山,2,87.05,有厅,中,是,否,4.5951
石景山,2,87,有厅,高,否,否,4.5863
石景山,2,88.7,有厅,中,否,否,4.4533
石景山,1,56.07,有厅,高,否,否,4.3696
石景山,1,56.34,无厅,高,否,否,4.0469
石景山,1,56.07,有厅,中,否,否,3.9237
石景山,1,49.6,有厅,高,否,否,3.871
石景山,3,143,有厅,高,是,否,3.8462
石景山,3,141.31,有厅,高,否,否,3.8214
石景山,1,56,有厅,高,是,否,3.75
石景山,3,156,有厅,高,否,否,3.718
石景山,3,152,有厅,高,是,否,3.6843
石景山,2,112,有厅,高,是,否,3.5715
石景山,3,141.82,有厅,高,是,否,3.5256
石景山,5,215,有厅,高,否,否,3.4884
石景山,3,147,有厅,高,否,否,3.4014
石景山,3,147.74,有厅,高,否,否,3.1136
丰台,3,105,有厅,低,是,否,3.9524
丰台,1,55.81,有厅,高,是,否,3.942
丰台,3,118,有厅,高,是,否,3.8136
丰台,1,43.12,有厅,高,是,否,4.9861
丰台,2,66.85,有厅,高,是,否,3.9641
丰台,3,82.86,有厅,高,是,否,4.8275
丰台,2,46,有厅,高,是,否,4.674
丰台,2,56.5,有厅,高,是,否,4.6549
海淀,1,48.4,有厅,低,是,是,7.8926
海淀,1,50.5,有厅,低,是,是,7.8812
海淀,2,57.5,有厅,低,是,是,7.6522
海淀,2,57.5,有厅,中,是,是,7.4783
海淀,2,76.5,有厅,中,是,是,7.1896
海淀,3,90.87,有厅,低,是,是,7.1531
海淀,3,79.7,有厅,低,是,是,6.9637
海淀,1,42.86,有厅,低,是,是,8.1662
海淀,2,57.4,有厅,中,是,是,7.9966
海淀,2,66.4,有厅,中,是,是,7.5
海淀,2,78.28,有厅,中,是,是,7.9203
海淀,3,152.4,有厅,中,是,是,7.8741
海淀,2,54,有厅,中,是,是,7.9815
海淀,2,68.21,有厅,中,是,否,6.8905
海淀,1,45.1,有厅,低,是,否,7.5389
海淀,1,40,有厅,低,是,是,10.5
海淀,2,48.2,有厅,中,是,是,8.7137
海淀,3,71.09,无厅,高,是,是,8.1587
海淀,2,54.4,有厅,中,是,是,7.9964
海淀,2,51,有厅,高,是,是,7.9412
海淀,2,60.4,有厅,低,是,是,7.7815
海淀,2,61.4,有厅,低,是,是,7.7362
海淀,2,60.4,有厅,低,是,是,7.6987
海淀,2,61.39,有厅,高,是,是,7.5257
海淀,2,60.6,有厅,中,是,是,7.2278
海淀,2,60.4,有厅,高,是,是,6.6226
海淀,2,59.1,有厅,高,是,是,7.6143
海淀,2,56.2,有厅,中,是,是,6.9396
海淀,1,44.2,有厅,中,是,是,8.0543
海淀,2,60.6,有厅,中,是,是,7.1948
海淀,3,106,有厅,高,是,是,4.6699
海淀,2,57.8,有厅,低,是,是,8.2699
海淀,2,68.39,有厅,低,是,是,7.9691
海淀,2,58.38,有厅,高,是,是,7.7082
海淀,2,80.73,有厅,高,是,是,7.5561
海淀,2,58,有厅,中,是,是,7.3794
海淀,2,58,有厅,高,是,是,7.3276
海淀,2,53.6,有厅,低,是,是,11.3433
海淀,2,39.06,有厅,低,是,是,9.7287
海淀,2,48.24,有厅,低,是,是,9.3284
海淀,1,42.6,无厅,低,是,是,8.9202
海淀,3,80.1,有厅,中,是,是,8.3646
海淀,2,56.5,有厅,高,是,是,7.9647
海淀,2,64.4,有厅,中,是,是,7.764
海淀,2,57.1,有厅,低,是,是,7.3556
东城,1,34.71,有厅,中,是,否,9.5074
东城,3,63.85,有厅,中,是,否,9.3658
丰台,3,134.25,有厅,中,否,否,6.8529
丰台,2,96.23,有厅,高,否,否,6.5469
丰台,3,152.89,有厅,中,否,否,5.8866
丰台,3,192.63,有厅,低,否,否,7.0083
丰台,3,151.81,有厅,低,否,否,6.9166
丰台,3,152.42,有厅,高,否,否,6.5609
丰台,3,128,有厅,中,否,否,6.875
丰台,2,102.49,有厅,中,否,否,6.0494
丰台,1,85,有厅,中,否,否,3.5295
丰台,1,81,有厅,中,否,否,3.4568
丰台,1,84.75,有厅,高,否,否,3.3039
丰台,1,84.75,有厅,中,否,否,3.3039
丰台,1,80,有厅,中,否,否,3.3
丰台,2,159,有厅,高,否,否,3.1195
西城,2,59.6,有厅,中,是,是,9.1947
西城,3,74.3,有厅,低,是,是,9.1925
西城,1,45.4,有厅,低,是,是,9.141
西城,1,45.4,有厅,中,是,是,9.141
东城,2,76.42,有厅,高,是,是,7.9823
东城,2,76.42,有厅,低,是,是,7.8514
东城,2,76.42,有厅,高,是,是,7.8514
西城,2,66.5,有厅,低,是,是,12.0301
海淀,1,45.32,无厅,中,是,是,9.3778
海淀,3,142.17,有厅,低,是,是,9.0034
海淀,1,48.36,无厅,低,是,是,8.4781
海淀,3,137.15,有厅,中,是,是,8.4579
海淀,3,143.2,有厅,中,是,是,8.3799
海淀,1,57.94,无厅,低,是,是,7.7667
海淀,1,58,无厅,中,是,是,7.5863
海淀,1,57.66,无厅,中,是,是,7.1107
丰台,2,59,有厅,高,是,否,3.8984
丰台,2,62.18,有厅,低,是,否,3.8598
丰台,3,85,有厅,高,是,否,3.6471
丰台,2,67,有厅,低,是,否,3.5821
丰台,3,74.79,有厅,高,是,否,3.4765
丰台,1,42,有厅,中,是,否,4
丰台,2,61.45,有厅,中,是,否,3.092
海淀,2,57.3,有厅,高,是,是,6.9809
海淀,2,61.65,有厅,高,是,是,7.4615
海淀,2,66.7,有厅,低,是,是,7.9461
海淀,2,59.6,有厅,高,是,是,7.7182
海淀,2,59.8,有厅,中,是,是,6.99
海淀,2,47.1,有厅,低,是,是,9.1296
海淀,2,50,有厅,中,是,是,7.98
海淀,3,79.1,有厅,低,是,是,7.8129
丰台,2,62.67,有厅,高,是,否,3.7499
丰台,2,63.96,有厅,中,是,否,3.2052
西城,1,38,有厅,中,是,否,12.1053
西城,3,65.6,有厅,低,是,是,11.0061
西城,3,65.6,有厅,低,是,是,10.1372
西城,3,65.6,有厅,中,是,是,9.7866
西城,3,71.8,有厅,高,是,是,9.7494
西城,2,51.8,有厅,高,是,否,9.4595
西城,3,91.5,有厅,中,是,是,9.2897
西城,2,59.2,有厅,中,是,否,9.1217
西城,3,91.5,有厅,高,是,是,8.9618
西城,2,59.4,有厅,低,是,否,8.8384
丰台,2,53.88,有厅,中,是,否,3.5821
丰台,2,58,有厅,高,是,否,3.8794
东城,1,34.9,无厅,低,是,否,12.894
海淀,2,51.7,有厅,中,是,是,7.6403
海淀,2,58.3,有厅,低,是,是,7.633
朝阳,2,89.69,有厅,高,是,否,6.6786
西城,2,55,有厅,中,是,是,11.2728
海淀,2,55.5,有厅,低,是,否,8.6487
西城,2,60.9,有厅,低,是,是,8.2923
西城,2,55.7,有厅,中,是,是,7.8995
西城,1,50.4,有厅,中,是,是,7.8969
朝阳,2,48.25,有厅,低,是,否,4.9327
西城,2,54,有厅,中,是,是,12.0371
西城,2,50.8,有厅,高,是,是,10.4331
朝阳,2,85.12,有厅,高,是,否,4.6993
朝阳,1,71.14,有厅,中,是,否,4.3577
朝阳,1,71.15,有厅,中,是,否,4.357
朝阳,4,191.77,有厅,低,是,否,8.3434
朝阳,3,128,有厅,中,是,否,6.9922
朝阳,3,165,有厅,高,是,否,5.9394
朝阳,2,67,有厅,高,是,否,7.0896
朝阳,3,122.63,有厅,低,是,否,7.5431
朝阳,4,174.24,有厅,中,是,否,6.8871
朝阳,4,211.26,有厅,低,是,否,6.1441
朝阳,2,75.1,有厅,低,是,否,8.9215
朝阳,2,92.6,有厅,高,是,否,8.9093
朝阳,2,92.14,有厅,中,是,否,8.574
朝阳,2,52.36,有厅,低,是,否,8.2124
朝阳,2,91.84,有厅,低,是,否,8.0575
朝阳,4,170.04,有厅,低,是,否,6.9278
朝阳,4,170.36,有厅,低,是,否,6.7505
朝阳,4,185,有厅,低,是,否,8.1082
朝阳,3,158.16,有厅,高,是,否,8.0299
朝阳,3,160.43,有厅,低,是,否,7.7916
丰台,4,208.56,有厅,低,是,否,5.7538
东城,2,57.67,有厅,高,是,否,7.4389
东城,1,44.32,有厅,高,是,否,9.0253
东城,2,57.55,有厅,低,是,否,8.2537
东城,3,77.73,有厅,中,是,否,8.2079
东城,1,41.3,有厅,低,是,否,8.4746
东城,2,57.65,有厅,低,是,否,7.8058
东城,1,42.92,有厅,高,是,否,7.6888
海淀,3,137,有厅,高,是,否,5.9855
海淀,5,202,有厅,高,是,否,5.5446
海淀,2,84,有厅,高,否,否,6.3096
海淀,3,139,有厅,高,否,否,6.1871
海淀,3,126.37,有厅,高,否,否,6.1724
海淀,3,138,有厅,低,否,否,5.9783
海淀,4,171.8,有厅,低,否,否,5.8208
东城,2,144.39,有厅,中,是,否,9.3497
东城,1,98.65,有厅,中,是,否,9.1232
东城,1,86,有厅,低,是,否,9.0117
东城,1,101,有厅,高,是,否,8.9109
东城,4,263.2,有厅,中,是,否,8.5487
东城,2,129,有厅,中,是,否,8.5272
东城,2,145,有厅,中,是,否,8.4828
东城,3,182.39,有厅,高,是,否,8.3887
东城,2,135,有厅,高,是,否,8.2963
东城,3,177,有厅,低,是,否,8.2486
东城,2,153,有厅,低,是,否,8.2353
海淀,1,46.24,无厅,低,否,是,6.9205
海淀,2,99,有厅,中,是,是,6.6667
海淀,1,46.03,无厅,中,否,是,6.6262
海淀,1,46.24,无厅,中,否,是,6.5961
海淀,2,87,有厅,中,是,是,6.4368
海淀,1,57.57,无厅,低,否,是,6.3402
海淀,3,122,有厅,中,是,是,6.2296
海淀,2,114.4,有厅,低,否,是,6.1189
海淀,2,114.93,有厅,中,是,是,5.9602
海淀,1,57.83,无厅,低,否,是,5.5335
海淀,4,192.55,有厅,高,是,是,5.1935
海淀,3,126,有厅,高,是,是,4.9207
海淀,3,65.1,有厅,低,是,是,9.2166
海淀,2,54.6,有厅,中,是,是,9.1209
朝阳,2,66.51,有厅,低,是,否,3.8341
朝阳,2,60.91,有厅,高,是,否,4.7612
朝阳,2,59.07,有厅,中,是,否,4.7402
朝阳,2,59.07,有厅,中,是,否,4.6048
海淀,1,40.35,有厅,中,是,是,10.0372
海淀,2,58.1,有厅,低,是,是,9.5525
海淀,2,53.3,有厅,中,是,是,9.4747
海淀,2,60,有厅,高,是,是,9.3334
海淀,2,59,有厅,低,是,是,9.1526
海淀,2,54.45,有厅,中,是,是,8.9073
海淀,2,59.9,有厅,高,是,是,8.8481
海淀,3,89.13,有厅,中,是,是,8.7513
海淀,1,40.4,有厅,中,是,是,8.6634
海淀,3,89.13,有厅,低,是,是,8.4147
海淀,3,74.1,有厅,高,是,是,8.2996
海淀,1,56.6,有厅,低,是,是,8.2156
海淀,1,57,有厅,中,是,是,8.0702
海淀,2,88.2,有厅,中,是,是,7.7098
海淀,3,112.37,有厅,中,是,是,7.3864
海淀,2,93.6,有厅,中,是,是,6.9445
海淀,2,64.3,有厅,高,是,是,9.1758
海淀,3,69.69,有厅,高,是,是,8.8966
海淀,2,72,有厅,中,是,是,8.8889
海淀,2,60.5,有厅,高,是,是,8.3472
海淀,2,62.14,有厅,低,是,是,8.0464
西城,1,46,有厅,高,是,是,8.3044
西城,3,72.4,有厅,高,是,是,8.0111
西城,2,58.8,有厅,中,是,是,7.9932
西城,2,60.8,有厅,高,是,是,7.977
西城,3,88.7,有厅,高,是,是,7.7791
西城,3,82.3,有厅,高,是,是,7.4727
西城,2,58.7,有厅,低,是,是,7.4447
西城,2,89.66,有厅,中,是,否,13.4955
西城,2,91.34,有厅,中,是,否,13.4662
西城,1,50.5,有厅,低,是,否,13.0694
西城,4,143.73,有厅,低,是,否,11.9669
西城,1,58.6,无厅,低,是,否,10.9216
西城,2,66.2,有厅,中,是,是,10.4985
西城,2,48,有厅,中,是,是,11.4584
西城,1,36.3,有厅,低,是,是,12.9477
西城,1,38.4,有厅,中,是,是,12.5
西城,1,46.5,有厅,中,是,是,11.5484
西城,2,53,有厅,中,是,是,11
西城,2,61.1,有厅,中,是,是,10.9984
西城,1,48.3,有厅,低,是,是,10.9731
西城,2,59.8,有厅,高,是,是,10.5352
西城,4,78.4,有厅,低,是,是,10.4592
西城,2,61.1,有厅,中,是,是,10.311
西城,2,59.8,有厅,中,是,是,10.2007
西城,3,67.6,无厅,低,是,是,9.6154
西城,3,77,有厅,中,是,是,9.5845
西城,2,68,有厅,低,是,是,9.5589
西城,3,76.8,有厅,中,是,是,9.4402
西城,2,59.8,有厅,中,是,是,8.5285
西城,2,70.04,有厅,高,是,是,10.5654
西城,2,69.03,有厅,高,是,是,9.4887
西城,1,44.6,有厅,高,是,否,8.7444
西城,2,57.1,无厅,低,是,否,8.4064
西城,2,57.1,无厅,中,是,是,7.0929
西城,1,40.03,有厅,高,是,否,9.2431
西城,1,65.78,有厅,中,是,是,10.3375
西城,4,196.48,有厅,高,是,是,6.7183
西城,2,97.69,有厅,中,是,否,7.1656
西城,3,223.69,有厅,低,是,否,6.7058
西城,3,197.09,有厅,高,是,否,6.596
西城,3,170,有厅,中,是,是,6.2118
西城,3,174.5,有厅,高,是,是,6.1892
西城,2,86.8,有厅,低,是,否,5.1844
西城,1,133.73,无厅,中,是,否,4.3371
西城,3,88.25,无厅,高,是,否,3.7394
西城,1,46.1,有厅,高,否,是,11.9306
西城,2,96.7,有厅,中,是,是,9.9277
西城,3,57,有厅,高,是,是,9.2106
西城,3,57,有厅,中,是,是,8.772
东城,1,36.34,有厅,中,是,是,9.2185
东城,3,70.61,无厅,低,是,否,8.9223
东城,1,39.28,无厅,低,是,是,8.5031
东城,3,80.57,有厅,低,是,是,8.502
东城,2,61.37,有厅,中,是,是,8.1474
东城,2,61.37,有厅,高,是,否,7.9029
东城,3,69,无厅,中,是,否,9.8551
海淀,2,63.49,有厅,高,否,否,4.8197
东城,2,56.71,有厅,中,是,是,9.5222
东城,2,60,有厅,中,是,是,9
东城,3,68,有厅,中,是,否,8.9118
东城,2,50.68,有厅,中,是,是,8.8793
东城,2,49.76,有厅,低,是,是,8.6817
东城,2,53.03,有厅,中,是,是,8.6744
东城,2,53,有厅,高,是,是,8.4906
东城,2,83.51,有厅,低,是,否,8.3224
东城,2,62,有厅,中,是,是,8.0646
东城,2,59.11,有厅,低,是,是,7.9513
东城,2,84.33,有厅,中,是,是,7.7079
东城,4,237.49,有厅,中,是,是,6.9477
东城,3,237.49,有厅,高,是,否,6.9267
东城,4,159,有厅,低,是,是,6.9183
东城,2,159.05,有厅,低,是,是,6.9161
东城,2,160,有厅,低,是,是,6.875
石景山,1,56.44,有厅,中,是,否,3.898
石景山,3,115,有厅,低,是,否,3.7392
石景山,2,87,有厅,高,否,否,3.6782
石景山,1,56.44,有厅,低,是,否,3.6322
石景山,2,80,有厅,高,是,否,3.625
石景山,1,56.44,有厅,高,是,否,3.5968
石景山,1,56.44,有厅,低,是,否,3.5436
石景山,2,85.18,有厅,低,是,否,3.4633
石景山,3,104,有厅,中,是,是,3.4616
石景山,2,85.18,有厅,中,是,否,3.4046
石景山,2,88.29,有厅,中,否,否,3.3979
石景山,1,57.88,有厅,低,是,否,3.3691
石景山,1,62.84,有厅,低,否,否,3.3419
石景山,3,115,有厅,中,是,否,3.3044
石景山,3,112,有厅,中,否,否,3.3036
石景山,3,104,有厅,低,是,否,3.2981
石景山,2,83,有厅,中,否,否,3.229
石景山,3,112,有厅,低,否,否,3.2143
石景山,2,79.83,有厅,低,是,否,3.1943
石景山,2,87.96,有厅,低,否,否,3.1265
石景山,3,103.38,有厅,低,是,否,3.0954
石景山,2,81.6,有厅,低,是,否,3.0883
石景山,3,104,有厅,高,是,否,3.077
石景山,2,80,有厅,中,是,否,3.0625
石景山,3,112.15,有厅,低,否,否,3.0317
石景山,3,105,有厅,中,是,否,2.9048
石景山,3,66,有厅,低,是,否,3.9394
石景山,1,39.35,有厅,高,是,否,3.812
东城,2,55.52,有厅,高,是,是,7.9251
东城,3,65.47,无厅,低,是,是,7.1025
石景山,2,48.88,有厅,高,是,否,4.2963
石景山,2,60,有厅,高,是,否,4
石景山,1,50.64,有厅,中,是,否,3.9297
石景山,2,64,有厅,高,是,否,3.9063
石景山,2,63,有厅,高,是,否,3.8096
石景山,1,46.66,有厅,高,是,否,3.7934
丰台,2,102,有厅,高,否,否,5.8628
丰台,2,92.44,有厅,高,否,否,5.409
丰台,2,98.44,有厅,低,否,否,5.384
丰台,2,110.13,有厅,低,否,否,4.9941
丰台,3,141,有厅,低,否,否,4.9646
丰台,2,80.06,有厅,低,否,否,4.6591
丰台,1,51.27,有厅,中,否,否,4.5836
丰台,1,49,无厅,中,否,否,4.4898
丰台,2,80.06,有厅,中,否,否,4.4342
丰台,1,45.1,有厅,中,否,否,4.3681
丰台,1,48.6,无厅,低,否,否,4.321
西城,1,34,有厅,高,否,否,7.2059
西城,3,120,有厅,高,是,否,4.6667
西城,2,69.29,有厅,低,否,否,4.3297
西城,1,34,无厅,低,否,否,4.1471
朝阳,1,50,无厅,高,是,否,4.6
丰台,1,45.95,有厅,高,是,否,3.9174
海淀,2,51,有厅,低,是,否,6.6667
海淀,2,57.89,有厅,中,是,是,6.5642
海淀,2,63.9,有厅,高,是,否,6.1816
海淀,3,73.85,有厅,高,是,否,5.4164
海淀,2,57,有厅,中,是,否,6.7544
朝阳,2,71.83,有厅,高,是,否,4.1766
朝阳,2,104.85,有厅,中,否,否,3.672
朝阳,3,128.49,有厅,低,是,否,3.5023
西城,3,141.88,有厅,中,是,否,8.4579
西城,2,106.33,有厅,中,是,否,7.3357
西城,1,67.35,有厅,高,是,否,6.6816
西城,2,91.55,有厅,低,是,是,6.6631
西城,3,126.43,有厅,高,是,否,6.3277
西城,3,126.43,有厅,中,是,否,6.0904
丰台,3,106,有厅,中,是,否,4.2453
丰台,2,79.43,有厅,低,是,否,4.2176
丰台,2,80.39,有厅,高,是,否,3.7319
丰台,1,60.49,有厅,低,是,否,3.389
丰台,2,96.85,有厅,中,是,否,4.0269
丰台,2,95.97,有厅,低,是,否,4.0117
丰台,1,82,有厅,高,是,否,3.5366
石景山,3,161.55,有厅,低,否,否,4.7045
石景山,3,165,有厅,中,否,否,4.5455
石景山,2,139.62,有厅,低,否,否,4.5123
石景山,4,220,有厅,高,否,否,4.3182
丰台,2,99.85,有厅,中,是,否,3.5053
丰台,2,99.85,有厅,中,是,否,3.305
丰台,3,148,有厅,高,是,否,2.973
丰台,3,165.62,有厅,高,是,否,2.705
丰台,3,125.82,有厅,中,是,否,5.9609
丰台,2,100.7,有厅,中,是,否,5.9583
丰台,2,97.65,有厅,低,是,否,5.9396
丰台,2,106.99,有厅,低,是,否,5.2342
丰台,3,133.39,有厅,低,是,否,5.0979
丰台,3,125.95,有厅,中,是,否,4.748
丰台,3,133.39,有厅,中,是,否,4.6181
东城,2,84.48,有厅,中,是,否,5.3268
丰台,2,70.7,有厅,高,是,否,3.8897
丰台,3,63,有厅,中,是,否,3.8413
东城,2,56.11,无厅,中,是,否,4.5447
东城,2,50.16,有厅,高,是,否,4.386
东城,2,53,有厅,中,是,否,4.3397
东城,2,56.1,有厅,高,是,否,3.9216
东城,2,72.4,有厅,低,是,否,4.7652
东城,2,43,无厅,中,是,否,4.6512
东城,3,63,有厅,中,是,否,4.6032
东城,2,62.5,有厅,高,是,否,4.32
东城,2,53.1,有厅,高,是,否,4.2562
东城,2,53.9,有厅,高,是,否,4.1744
东城,2,46,有厅,高,是,否,4.087
东城,3,67.4,有厅,中,是,否,3.7092
东城,3,62.6,有厅,高,是,否,3.5144
朝阳,2,93.05,有厅,中,是,否,3.6003
朝阳,2,91.38,有厅,高,是,否,3.5019
朝阳,2,109,有厅,高,是,否,3.4863
朝阳,2,87.16,有厅,高,是,否,4.0157
朝阳,2,87.24,有厅,低,是,否,3.8973
朝阳,1,49.83,有厅,低,是,是,3.9134
朝阳,1,51.14,有厅,高,是,是,3.8718
朝阳,2,57,有厅,高,是,是,3.4211
海淀,3,102,有厅,高,是,否,6.8628
海淀,2,74.55,有厅,中,是,否,6.6801
海淀,2,63.27,有厅,高,是,否,6.2431
海淀,2,78.01,有厅,高,是,否,6.1531
海淀,2,60.75,有厅,高,是,否,6.0247
海淀,3,119,有厅,低,是,否,5.8824
海淀,2,62.8,有厅,高,是,否,5.8599
海淀,3,69,有厅,低,是,否,7.2174
海淀,2,64.7,有厅,中,是,否,6.8007
海淀,2,58.8,有厅,高,是,否,6.1735
海淀,3,83,有厅,高,是,否,6
海淀,3,81.8,有厅,中,是,否,5.9291
海淀,1,45.1,有厅,低,是,否,5.9202
海淀,2,61.4,有厅,高,是,否,5.8632
海淀,2,61,有厅,低,是,否,5.8197
海淀,1,46.4,有厅,高,是,否,5.819
海淀,1,46.4,有厅,低,是,否,5.7759
海淀,2,66.3,有厅,低,是,否,5.4299
海淀,2,59.1,有厅,高,是,否,6.5144
海淀,2,72,有厅,低,是,否,6.25
海淀,1,39.7,有厅,高,是,否,6.1713
海淀,3,81.8,有厅,中,是,否,6.1125
海淀,2,72,有厅,低,是,否,5.9723
海淀,1,51.3,有厅,中,是,否,5.9455
海淀,2,71.8,有厅,中,是,否,5.9193
海淀,1,38.9,有厅,低,是,否,5.9126
海淀,3,82.3,无厅,低,是,否,5.6501
海淀,2,59.4,有厅,中,是,否,5.6398
海淀,2,63.5,有厅,中,是,否,5.5119
丰台,3,84.56,有厅,高,否,否,4.2574
丰台,2,67.48,有厅,中,否,否,4.2235
丰台,2,57.3,有厅,低,是,是,4.7121
丰台,3,51.79,无厅,低,否,否,4.248
朝阳,2,99.58,有厅,中,是,否,5.7241
朝阳,2,100.92,有厅,高,是,否,5.6481
朝阳,1,54,无厅,高,是,否,5.0926
东城,2,58.48,有厅,中,是,否,7.695
丰台,3,106.26,有厅,高,是,否,4.2349
丰台,2,83.24,有厅,中,是,否,3.9645
东城,2,53.51,有厅,低,是,否,8.9703
东城,2,58,有厅,高,是,否,7.9311
东城,1,38.6,有厅,中,是,是,9.1969
东城,2,174,有厅,低,是,是,7.5863
东城,1,96,有厅,低,是,否,5.2084
丰台,1,56.41,有厅,中,是,否,4.0773
丰台,3,73.96,有厅,低,是,否,4.3267
丰台,3,75.36,有厅,中,是,否,4.1136
丰台,3,75.76,有厅,中,否,否,3.7619
丰台,2,57.04,有厅,高,是,否,4.4005
丰台,2,57.8,有厅,中,是,否,4.1523
丰台,2,57.04,有厅,中,是,否,3.9447
朝阳,3,71.3,有厅,中,是,否,7.0127
朝阳,3,69.76,有厅,低,是,否,6.8808
东城,1,44.82,无厅,中,是,是,7.8091
东城,1,45,无厅,低,是,是,7.3334
东城,1,44.82,无厅,高,是,是,7.2513
东城,1,44.82,有厅,中,是,是,7.1397
东城,1,45.29,无厅,低,是,是,6.8448
东城,1,52,无厅,低,是,是,6.7308
东城,1,44.82,无厅,高,是,是,6.3588
东城,3,175.76,有厅,低,是,是,5.4051
东城,2,130.88,有厅,中,是,是,5.0428
东城,3,173.12,有厅,低,是,是,4.9099
朝阳,2,135.21,有厅,低,是,否,5.1772
东城,1,79.8,有厅,中,是,否,7.4562
东城,2,107.45,有厅,低,是,否,7.4454
东城,1,83.33,有厅,高,是,否,7.4403
东城,1,89.66,有厅,高,是,否,7.2497
东城,1,77.73,有厅,低,是,否,7.2045
东城,1,77.74,有厅,低,是,否,7.2035
东城,1,83.33,有厅,中,是,否,7.2003
东城,1,90.05,有厅,中,是,否,7.1627
东城,1,79.74,有厅,高,是,是,7.0229
东城,3,140.48,有厅,高,是,否,6.9761
东城,3,165.75,有厅,低,是,否,6.4978
东城,2,111.49,有厅,高,是,否,6.2786
朝阳,2,84.62,有厅,低,是,否,4.5498
朝阳,2,99.02,有厅,低,是,否,3.8882
东城,2,59.47,有厅,高,否,否,4.372
东城,2,59.5,有厅,高,否,否,4.3698
东城,3,70.25,有厅,中,是,是,8.3986
东城,2,54.89,有厅,高,是,是,7.6517
石景山,1,60,有厅,低,否,否,3.8334
