城区,卧室数,面积（平方米）,厅数,楼层,地铁,学区,单位面积房价(万元/平方米)
石景山,3,106,有厅,低,是,否,4.0567
石景山,2,64.19,有厅,中,是,否,4.0505
石景山,2,59,有厅,高,是,否,3.9831
石景山,2,60,有厅,中,是,否,3.9667
石景山,3,107,有厅,低,是,否,3.8318
石景山,3,67,有厅,低,是,否,5.2239
石景山,3,85,有厅,低,是,否,4.7059
石景山,2,86.68,有厅,低,是,否,4.4417
石景山,2,86.86,有厅,低,是,否,4.3519
石景山,3,98,有厅,高,是,否,4.2858
石景山,2,63,有厅,低,是,否,4.2064
石景山,3,86.26,有厅,中,是,否,4.1735
石景山,1,56,有厅,高,是,否,4.0179
石景山,2,62,有厅,中,是,否,3.871
石景山,3,129.78,有厅,低,是,否,3.8373
石景山,2,67.33,有厅,低,是,否,3.8171
石景山,2,75.27,有厅,高,是,否,3.72
石景山,1,54,有厅,中,是,否,3.7038
石景山,3,142.4,有厅,高,是,否,3.5815
石景山,3,106.87,有厅,高,是,否,3.4154
石景山,3,88,有厅,高,是,否,3.4091
石景山,3,83.29,有厅,高,是,否,3.3618
石景山,3,152,有厅,中,是,否,3.3553
石景山,3,143,有厅,中,是,否,3.2168
石景山,3,147,有厅,高,是,否,2.9796
石景山,3,143,有厅,高,是,否,2.9791
石景山,3,146.7,有厅,高,是,否,2.9312
石景山,4,248,有厅,高,是,否,2.8226
石景山,3,114.24,有厅,高,是,否,2.8012
石景山,5,241.67,有厅,高,是,否,2.7104
海淀,3,179,有厅,高,是,是,8.9386
朝阳,1,51.48,有厅,低,是,是,8.2557
朝阳,2,101.36,有厅,中,否,是,7.5474
朝阳,2,98.4,有厅,低,否,是,6.9309
朝阳,3,171.93,有厅,高,否,是,6.6888
朝阳,1,63.72,有厅,低,否,是,6.4345
朝阳,3,157.68,有厅,高,否,是,6.342
朝阳,2,109.09,有厅,低,是,是,6.2334
东城,1,60.11,有厅,中,是,是,9.8986
东城,1,47.3,有厅,低,是,是,11.2051
东城,2,52.74,有厅,中,是,否,10.9974
东城,2,51.73,有厅,中,是,是,10.6322
东城,2,52.74,有厅,中,是,否,10.6182
东城,1,39.58,有厅,低,是,否,10.6115
东城,3,66.35,有厅,低,是,是,10.5502
东城,1,36.82,有厅,高,是,是,10.3205
西城,2,90.27,有厅,低,是,否,6.0929
西城,2,72.99,有厅,高,是,否,5.8228
西城,3,72.01,有厅,中,是,否,7.2213
西城,2,51,有厅,低,是,否,6.8628
西城,2,59.6,有厅,高,是,否,6.6276
西城,2,50.39,有厅,低,是,否,6.3108
海淀,2,54.8,有厅,高,是,否,4.4344
海淀,2,58.2,有厅,高,是,否,4.2097
朝阳,2,138.59,有厅,高,是,否,5.1952
朝阳,2,141.59,有厅,低,是,否,5.0145
朝阳,2,141.59,有厅,高,是,否,4.8733
朝阳,2,144.31,有厅,高,是,否,4.8507
朝阳,2,139.08,有厅,低,是,否,4.7455
朝阳,2,141.59,有厅,高,是,否,4.0964
西城,2,61.5,有厅,低,是,是,9.7561
海淀,3,77.24,有厅,高,是,否,7.2502
海淀,2,57.84,有厅,低,是,否,6.7428
海淀,2,58,有厅,低,是,否,7.7587
海淀,2,72,有厅,高,是,否,7.3612
海淀,2,61.4,有厅,中,是,否,7.329
海淀,2,72,有厅,低,是,否,7.0834
海淀,2,61,有厅,低,是,否,6.8853
海淀,2,63.8,有厅,低,是,否,6.8182
海淀,2,61.2,有厅,高,是,否,6.6994
海淀,2,61.4,有厅,高,是,否,6.4821
海淀,2,62,有厅,低,是,否,7.3871
海淀,3,84.2,有厅,中,是,否,7.1022
海淀,2,81,有厅,高,是,否,6.9136
海淀,1,47.2,有厅,高,是,否,6.8856
海淀,2,58,有厅,中,是,否,6.8621
海淀,1,51.49,有厅,低,是,否,6.7975
海淀,2,59.5,有厅,中,是,否,6.5547
海淀,2,62.8,有厅,高,是,否,6.3376
海淀,2,57.3,有厅,高,是,否,6.2828
海淀,3,109.3,有厅,低,是,否,5.9012
海淀,1,61,有厅,低,是,否,5.7705
海淀,3,109.5,有厅,中,是,否,5.7078
西城,2,58.6,有厅,高,是,是,9.4881
西城,3,68,有厅,低,是,是,9.4118
海淀,3,165,有厅,中,是,是,8.1819
朝阳,2,64.46,有厅,低,否,是,3.5371
朝阳,2,75.74,有厅,低,否,是,3.4328
朝阳,2,74.3,有厅,中,是,是,3.3917
海淀,2,82.61,有厅,高,否,否,5.0842
海淀,2,88.36,有厅,高,否,否,4.8099
海淀,2,103.72,有厅,中,否,否,4.3387
海淀,4,180.61,有厅,高,否,否,3.7651
海淀,5,254.25,有厅,高,否,否,3.1466
东城,2,52.12,有厅,高,是,是,8.2502
东城,2,53,有厅,中,是,是,7.9246
东城,2,70.57,有厅,中,是,是,7.7937
东城,2,71,有厅,高,是,是,7.7465
东城,2,75.18,有厅,高,是,是,7.7149
东城,2,70.83,有厅,低,是,是,7.6945
东城,2,78.5,有厅,中,是,是,7.4523
东城,3,75.02,有厅,高,是,是,7.1981
东城,2,71,有厅,中,是,是,7.1831
东城,2,69.81,有厅,低,是,是,7.0907
东城,1,46.12,无厅,低,是,是,8.3478
东城,1,46.23,有厅,中,是,是,8.328
东城,1,35.76,无厅,高,是,是,8.2495
东城,1,60.93,有厅,高,是,是,7.8779
东城,2,78.22,有厅,中,是,是,7.6707
东城,2,69.61,有厅,高,是,是,7.4702
东城,1,54.42,有厅,高,是,是,7.3503
东城,1,62.71,有厅,低,是,是,7.3354
东城,1,57.12,有厅,低,是,是,7.0029
东城,1,57.12,有厅,中,是,是,7.0029
东城,1,54.74,有厅,高,是,是,6.942
东城,1,62.78,有厅,低,是,是,6.7697
东城,2,69.61,有厅,中,是,是,6.752
东城,3,153,有厅,低,是,是,6.4053
朝阳,2,102.43,有厅,低,是,是,6.5704
朝阳,2,94.89,有厅,低,是,是,6.5339
朝阳,2,130.17,有厅,低,是,否,5.3776
朝阳,4,164.68,有厅,中,是,否,5.2102
朝阳,3,161.71,有厅,中,是,否,5.1327
朝阳,3,161.71,有厅,中,是,否,5.0709
朝阳,2,65.24,有厅,中,是,否,4.4452
朝阳,3,139.41,有厅,低,是,否,5.2221
西城,2,63.5,有厅,中,是,是,12
西城,2,53.7,有厅,低,是,是,11.5457
西城,2,65.2,有厅,中,是,是,11.043
西城,2,57.4,有厅,中,是,是,10.9757
西城,2,54.8,有厅,低,是,是,10.949
西城,1,47.5,有厅,中,是,是,10.9474
西城,2,57.2,有厅,中,是,是,10.8392
西城,2,62,有厅,低,是,是,10.6452
西城,2,56.4,有厅,低,是,是,10.5497
西城,2,57.3,有厅,高,是,是,10.4713
西城,2,57.9,有厅,高,是,是,10.19
西城,3,68.6,有厅,高,是,是,10.0001
西城,2,63,有厅,低,是,是,10
西城,1,56.6,有厅,中,是,是,9.9824
西城,2,73.5,有厅,中,是,是,9.9728
西城,3,77.1,有厅,高,是,是,9.8574
西城,2,77.1,有厅,中,是,是,9.7277
西城,2,65.9,有厅,低,是,是,9.7117
西城,1,52.1,有厅,中,是,是,9.597
西城,2,76.2,有厅,高,是,是,9.5801
西城,3,84.2,有厅,中,是,是,9.4419
西城,2,74.5,有厅,高,是,是,9.3289
西城,2,64.8,有厅,低,是,是,9.2593
西城,2,71.6,有厅,高,是,是,8.8688
西城,4,197,有厅,中,是,是,6.9036
丰台,3,65.6,有厅,高,是,否,4.5732
丰台,2,59.1,有厅,中,是,否,4.3317
丰台,2,59.1,有厅,高,是,否,4.1456
丰台,3,65.6,有厅,高,是,否,4.0397
丰台,2,56.7,有厅,高,是,否,3.8448
丰台,3,94,有厅,高,是,否,3.2447
丰台,2,68.71,有厅,高,是,否,3.7113
丰台,2,59.8,有厅,高,是,否,3.6455
丰台,2,58.71,有厅,低,是,否,4.2923
丰台,2,56.3,有厅,高,是,否,3.9077
丰台,2,62,有厅,低,是,否,3.871
丰台,3,63.6,有厅,中,是,否,3.6164
丰台,1,43.89,有厅,低,是,否,4.3291
丰台,2,75.73,有厅,低,是,否,4.0275
丰台,2,68.53,有厅,中,是,否,4.0129
丰台,2,60,有厅,低,是,否,3.9667
丰台,3,78.1,有厅,中,是,否,3.8669
丰台,2,61.4,有厅,高,是,否,3.5831
丰台,3,74.72,有厅,高,是,否,3.9749
西城,2,54,有厅,低,是,否,6.1112
西城,2,59,有厅,中,是,否,6.356
西城,1,46.61,有厅,高,否,是,5.7928
西城,2,55.47,有厅,中,是,否,7.0309
西城,2,54.18,有厅,中,是,否,6.3677
西城,3,72,有厅,中,是,否,6.25
西城,2,108.26,有厅,中,是,否,5.8194
西城,2,57.75,有厅,中,是,否,5.749
西城,2,97,有厅,低,是,是,5.5155
西城,2,64.92,有厅,中,是,是,5.0832
丰台,2,56,无厅,中,否,否,5
丰台,2,57.37,有厅,高,否,否,4.532
西城,2,45,有厅,低,是,是,8
西城,2,58.32,有厅,中,是,是,7.2017
西城,2,61.68,有厅,中,是,是,6.8094
西城,2,61.68,有厅,高,是,是,6.323
西城,2,80.12,有厅,高,是,是,6.016
西城,1,48.5,有厅,低,是,否,8.2475
西城,1,44.76,有厅,中,是,是,8.244
西城,3,83.09,有厅,高,是,是,7.8831
西城,2,66.97,有厅,高,是,是,7.7647
西城,3,78.44,有厅,低,是,是,7.6492
西城,2,60.75,有厅,中,是,是,7.5721
西城,2,63.5,有厅,低,是,是,7.5591
西城,2,59.7,有厅,高,是,是,7.5377
西城,1,58.75,有厅,中,是,是,7.3192
西城,2,68.52,有厅,高,是,是,7.2972
西城,2,63.5,有厅,中,是,是,7.2441
西城,1,58.46,有厅,中,是,是,7.1844
西城,1,58.46,有厅,高,是,否,7.0989
西城,2,77.66,有厅,高,是,是,7.0822
西城,2,64,有厅,高,是,是,7.0313
西城,2,74.74,有厅,低,是,是,6.9575
西城,2,74.44,有厅,中,是,是,6.784
西城,3,83.43,有厅,中,是,是,6.3527
海淀,2,56,有厅,中,否,是,8.3929
海淀,1,55.43,有厅,高,否,是,8.2988
海淀,2,58,有厅,高,否,是,7.9311
海淀,2,58,有厅,中,否,是,7.9311
海淀,2,58,有厅,中,否,是,7.7932
海淀,2,62.27,有厅,高,否,是,7.6281
海淀,3,125.66,有厅,高,否,是,5.6502
西城,2,60.4,有厅,高,是,是,7.7815
西城,2,58.58,有厅,低,是,是,7.6819
西城,2,60.9,有厅,低,是,否,7.3892
西城,3,127,有厅,中,是,否,5.0394
西城,3,127,有厅,中,是,是,5.0394
西城,4,219.31,有厅,中,是,是,3.999
西城,3,219.12,有厅,中,是,是,3.8792
西城,4,219.12,有厅,中,是,是,3.8792
朝阳,2,58.89,有厅,高,是,否,5.0943
海淀,2,105.77,有厅,中,是,否,8.0174
海淀,2,85.48,有厅,高,是,否,7.8381
海淀,2,85.48,有厅,中,是,否,7.7212
海淀,2,98,有厅,高,是,否,7.6531
海淀,3,132.71,有厅,高,是,否,6.9927
海淀,3,132.26,有厅,低,是,否,6.2
海淀,3,131.75,有厅,中,是,否,6.0114
海淀,3,153.59,有厅,低,是,否,4.5576
海淀,2,56.4,有厅,中,否,否,7.0036
海淀,2,53.7,有厅,低,否,否,6.5177
海淀,2,59,有厅,低,否,否,5.7289
海淀,2,50.7,有厅,高,否,否,5.6214
海淀,2,47.1,有厅,中,否,否,5.3079
海淀,2,48.2,有厅,中,否,否,5.2905
海淀,2,56.3,有厅,中,否,否,5.1155
海淀,2,70.8,有厅,高,否,否,4.9436
海淀,2,56.4,有厅,高,否,否,4.9291
海淀,2,55.3,有厅,高,否,否,4.7921
海淀,2,54.3,有厅,高,否,否,4.7883
海淀,2,59,有厅,高,否,否,4.7458
海淀,3,70,有厅,高,否,否,4.7143
海淀,2,71,有厅,低,否,否,4.3662
海淀,2,70.8,有厅,低,否,否,4.2373
海淀,2,59,有厅,中,否,是,5.5933
海淀,3,72.5,有厅,高,否,是,5.3104
海淀,3,100.8,有厅,中,否,是,5.258
石景山,1,50,有厅,低,否,否,10
石景山,1,60.23,有厅,低,否,否,5.8111
石景山,1,60.23,有厅,高,否,否,5.8111
石景山,2,110,有厅,低,否,否,5.7273
石景山,2,94.14,有厅,高,否,否,5.6831
石景山,2,110.17,有厅,低,否,否,5.6731
石景山,1,114.29,无厅,低,否,否,5.2936
石景山,3,143.59,有厅,低,否,否,5.2929
石景山,2,111.72,有厅,低,否,否,4.6545
石景山,1,92.63,有厅,低,否,否,4.1024
石景山,1,136.2,有厅,低,否,否,8.0764
石景山,5,286,有厅,低,否,否,7.6924
石景山,5,286,有厅,低,否,否,7.6924
石景山,1,95,有厅,低,否,否,7.3685
石景山,5,276.96,有厅,高,否,否,6.8602
石景山,4,247.85,有厅,中,否,否,6.0521
石景山,3,141.96,有厅,中,否,否,5.9877
石景山,3,140.4,有厅,高,否,否,5.7693
石景山,2,113,有厅,高,否,否,5.354
石景山,4,212,有厅,低,否,否,5.1887
石景山,2,55,有厅,低,否,否,4.7273
石景山,2,54,有厅,中,否,否,4.5926
石景山,2,54,有厅,低,否,否,4.5371
石景山,1,54.18,有厅,中,否,否,4.522
石景山,1,54.41,有厅,高,否,否,4.411
石景山,2,55,有厅,中,否,否,4.3273
石景山,1,54,有厅,高,否,否,4.2593
石景山,1,54,有厅,低,否,否,4.2593
石景山,2,54,有厅,高,否,否,4.2593
石景山,2,62,有厅,中,否,否,4.1936
石景山,2,55,有厅,中,否,否,4.1819
石景山,2,62.54,有厅,中,否,否,4.1574
石景山,2,62,有厅,高,否,否,4.113
石景山,2,62.29,有厅,低,否,否,4.0938
石景山,1,54,有厅,中,否,否,4.0741
石景山,2,62,有厅,中,否,否,4
石景山,2,62.69,有厅,低,否,否,3.9401
石景山,2,53.96,有厅,低,否,否,3.9289
石景山,1,55,有厅,中,否,否,3.9091
石景山,2,53.89,有厅,中,否,否,3.8969
石景山,1,54,有厅,低,否,否,3.8889
石景山,1,54,有厅,中,否,否,3.8519
石景山,1,54,有厅,低,否,否,3.8519
石景山,1,54,有厅,中,否,否,3.7963
石景山,2,54,有厅,中,否,否,3.7963
石景山,2,54,有厅,低,否,否,3.7963
石景山,1,54,有厅,低,否,否,3.7963
石景山,2,54.12,有厅,低,否,否,3.6401
石景山,2,55,有厅,低,否,否,3.6364
石景山,2,55.09,有厅,低,否,否,3.6305
东城,2,41.23,无厅,中,是,否,10.4293
海淀,2,125.31,有厅,高,是,否,10.3743
海淀,3,162.21,有厅,低,是,否,9.8638
海淀,3,157.71,有厅,中,是,否,9.0673
丰台,1,45,有厅,高,否,否,4.2223
朝阳,2,89,有厅,中,是,否,5.0562
东城,3,198,有厅,中,是,否,5.394
东城,3,253,有厅,中,是,否,4.3479
东城,2,194.31,有厅,中,是,否,4.2047
东城,3,186.39,有厅,中,是,否,4.2009
东城,4,260,有厅,中,是,否,3.7693
朝阳,2,85.63,有厅,低,是,否,5.3486
朝阳,2,81.85,有厅,高,是,否,5.3146
朝阳,2,116.28,有厅,中,是,否,5.203
朝阳,2,82.92,有厅,高,是,否,5.0652
朝阳,2,128.67,有厅,高,是,否,5.0129
朝阳,2,111.77,有厅,高,是,否,5.0103
朝阳,2,89.33,有厅,高,是,否,5.004
朝阳,3,150.09,有厅,高,是,否,4.9971
朝阳,3,118.79,有厅,低,是,否,4.9668
朝阳,2,111.77,有厅,低,是,否,4.9209
朝阳,3,142.13,有厅,低,是,否,4.6437
朝阳,3,170.12,有厅,低,是,否,4.6321
朝阳,2,76.02,有厅,低,是,否,4.5383
朝阳,2,77,有厅,低,是,否,3.3507
朝阳,2,77,有厅,中,是,否,3.1819
海淀,2,94,有厅,高,是,否,6.8086
海淀,2,94,有厅,高,是,否,6.7554
朝阳,3,146.73,有厅,中,是,否,3.4417
朝阳,3,135.91,有厅,低,是,否,3.3111
海淀,3,144.66,有厅,低,是,否,8.8484
丰台,2,112.99,有厅,低,是,否,4.204
朝阳,4,165,有厅,高,是,否,5.7576
朝阳,1,48.2,有厅,低,是,否,5.2905
朝阳,2,74.6,有厅,高,是,否,5.1609
朝阳,2,84.56,有厅,高,是,否,4.9669
朝阳,1,51.5,有厅,中,是,否,4.9515
朝阳,1,68.34,有厅,中,是,否,4.902
朝阳,2,92.32,有厅,低,是,否,4.8744
朝阳,1,58.69,有厅,低,是,否,4.8561
朝阳,3,140.41,有厅,低,是,否,4.7006
朝阳,1,52,有厅,中,是,否,4.6347
朝阳,3,146.74,有厅,低,是,否,4.2252
朝阳,3,146.74,有厅,中,是,否,4.0889
海淀,3,201.16,有厅,中,是,是,6.8105
海淀,3,188.25,有厅,高,是,是,6.2577
海淀,3,188,有厅,低,是,是,6.1171
海淀,3,188.22,有厅,低,是,是,6.1099
朝阳,2,115,有厅,中,是,是,8
朝阳,3,158,有厅,低,是,是,7.2785
朝阳,1,50.57,无厅,中,是,是,3.955
朝阳,3,139.95,有厅,低,是,是,3.7514
朝阳,3,129.43,有厅,中,是,是,3.7472
朝阳,3,129.43,有厅,低,是,是,3.3223
朝阳,1,38.54,无厅,低,是,是,3.8921
朝阳,2,107.46,有厅,高,是,是,3.8899
朝阳,1,48,无厅,高,是,是,3.6459
朝阳,3,120,有厅,低,是,是,4.25
朝阳,3,120.83,有厅,低,是,是,3.8071
东城,3,64.98,有厅,低,是,否,8.9259
海淀,2,89.82,有厅,低,是,否,5.3441
海淀,2,90.48,有厅,中,是,否,5.1946
海淀,3,141.72,有厅,高,是,否,5.0805
海淀,3,139.57,有厅,高,是,否,4.8722
海淀,1,62.84,有厅,高,是,否,4.7741
海淀,3,143.53,有厅,高,是,否,4.3894
丰台,3,97.7,有厅,低,否,否,2.4054
丰台,3,98,有厅,中,否,否,2.398
丰台,2,55.03,有厅,中,是,否,3.6344
丰台,2,70.39,有厅,低,是,否,3.5517
丰台,2,58,有厅,中,是,否,3.7932
丰台,2,54.18,有厅,高,是,否,3.6914
丰台,2,54,有厅,中,是,否,3.426
丰台,2,60.47,有厅,高,是,否,3.1421
东城,2,75.14,有厅,中,是,否,9.1829
东城,2,70.82,有厅,低,是,否,9.1782
东城,1,61.42,有厅,中,是,否,8.792
东城,1,61.42,有厅,低,是,否,8.5966
东城,2,78.91,有厅,高,是,否,7.8571
东城,3,105.24,有厅,低,是,否,7.6017
东城,2,70.75,有厅,低,是,否,9.1873
东城,2,73.99,有厅,中,是,否,8.5147
东城,2,75.15,有厅,低,是,是,8.2236
东城,2,76.92,有厅,低,是,否,8.1904
东城,1,38.35,有厅,中,是,否,10.9518
东城,2,56.1,有厅,中,是,否,9.4475
东城,2,71.49,有厅,中,是,否,9.0922
东城,2,71,有厅,低,是,否,8.9437
东城,2,71.48,有厅,中,是,否,8.9396
东城,2,60.5,有厅,中,是,否,8.843
东城,3,73.87,有厅,高,是,否,8.5285
东城,2,75.33,有厅,低,是,否,8.496
东城,2,62,有厅,高,是,否,8.3549
东城,2,71.92,有厅,高,是,否,8.1758
东城,2,78.01,有厅,高,是,否,8.0759
东城,2,78.02,有厅,低,是,否,8.0108
东城,2,76.53,有厅,中,是,是,7.9446
东城,3,98.42,有厅,中,是,否,7.9253
东城,2,75.94,有厅,中,是,是,7.7693
东城,3,132,有厅,高,是,否,7.197
东城,3,137.84,有厅,高,是,否,6.8921
东城,2,75.32,有厅,低,是,否,9.2937
东城,1,59.84,有厅,低,是,否,9.0241
东城,2,79.18,有厅,低,是,否,8.8407
东城,2,75.16,有厅,低,是,是,8.6483
东城,2,77.08,有厅,低,是,否,8.4328
东城,2,77.7,有厅,中,是,否,7.9795
东城,2,77.83,有厅,高,是,是,7.8376
东城,2,83.54,有厅,中,是,否,7.7808
东城,2,75.09,有厅,低,是,否,7.7241
东城,2,80.86,有厅,低,是,是,7.6676
东城,3,118.49,有厅,高,是,否,7.4268
西城,2,76.8,有厅,高,是,否,11.0027
西城,2,76.8,有厅,高,是,否,11.0027
西城,3,91,有厅,高,是,否,10.8792
西城,1,48.2,有厅,高,是,否,10.3735
西城,1,48,有厅,中,是,否,10.1042
西城,4,142,有厅,中,是,否,9.8592
西城,2,75,有厅,高,是,否,9.6
西城,1,53,有厅,低,是,是,9.434
东城,3,61.37,有厅,低,是,是,9.2065
东城,2,55.39,有厅,高,是,是,9.027
东城,2,55.13,有厅,中,是,否,8.9788
东城,2,53.75,有厅,中,是,否,8.9303
东城,3,66,无厅,低,是,是,8.7879
东城,2,57.5,有厅,低,是,是,8.6957
东城,2,55.96,有厅,高,是,是,8.5776
东城,3,62.73,有厅,高,是,否,8.5287
东城,2,55.18,有厅,低,是,是,8.4814
东城,3,60.01,有厅,高,是,否,8.332
东城,2,40.82,无厅,中,是,是,8.3293
东城,2,40.82,无厅,中,是,否,8.3293
东城,2,66,有厅,高,是,是,8.2273
东城,2,46.28,有厅,低,是,否,8.2109
东城,2,55.5,有厅,高,是,否,8.1082
东城,3,65.51,有厅,高,是,否,8.0904
东城,2,63,有厅,高,是,是,8.0794
东城,2,53.97,无厅,低,是,是,7.9674
东城,2,64.13,有厅,高,是,否,7.7967
东城,3,57.97,有厅,高,是,否,6.9002
东城,2,75,有厅,高,是,是,8.2667
东城,4,133.5,有厅,低,是,是,7.7004
东城,2,98,有厅,高,是,否,9.1837
东城,2,101,有厅,中,是,否,8.9109
东城,2,101.04,有厅,低,是,否,8.8084
东城,3,115,有厅,中,是,是,8.4348
丰台,3,114,有厅,中,否,否,4.386
丰台,2,102,有厅,中,否,否,3.7255
丰台,3,120,有厅,低,否,否,3.65
东城,3,63.09,无厅,中,是,是,6.0232
海淀,2,46.2,有厅,高,是,是,7.9005
海淀,3,92.98,有厅,低,是,否,7.3135
海淀,2,66.5,有厅,中,是,否,7.97
海淀,2,66.5,有厅,高,是,否,7.2181
海淀,2,49.34,有厅,中,是,否,7.3977
海淀,2,78.65,有厅,中,是,否,6.9931
朝阳,2,77.75,有厅,中,是,是,6.9197
丰台,2,88.75,有厅,中,是,否,5.6339
丰台,1,91.25,有厅,低,是,否,5.4795
丰台,3,139.96,有厅,低,是,否,5.3587
丰台,3,117.17,有厅,中,是,否,5.3342
丰台,2,119.39,有厅,低,是,否,5.2769
丰台,1,63.81,有厅,高,是,否,5.0933
丰台,2,103.58,有厅,高,是,否,5.0686
海淀,1,44.2,有厅,中,是,否,6.9005
海淀,3,66,有厅,低,是,否,6.2122
海淀,2,58.5,无厅,低,是,否,6.1539
海淀,3,76.4,无厅,高,是,否,5.4974
海淀,2,56,有厅,中,否,是,6.9643
海淀,3,64.8,无厅,低,否,是,6.9445
海淀,3,59,有厅,低,否,是,6.7797
海淀,2,68,有厅,低,否,是,6.7648
海淀,2,70.3,有厅,高,否,是,6.6857
海淀,3,68,有厅,高,否,是,6.6177
丰台,1,33.49,有厅,高,是,否,5.3748
丰台,1,39.15,无厅,高,是,否,5.0831
丰台,2,78.16,有厅,高,是,否,5.0538
丰台,1,42.78,无厅,高,是,否,4.5816
丰台,3,119.85,有厅,低,是,否,4.8394
丰台,1,53,有厅,高,是,否,4.717
丰台,2,93.64,有厅,低,是,否,4.6455
丰台,1,68.62,有厅,低,是,否,4.5905
丰台,2,74.33,有厅,低,是,否,4.5742
丰台,1,52.91,有厅,低,是,否,4.5361
丰台,1,42.06,无厅,中,是,否,4.3985
丰台,3,120.34,有厅,高,是,否,4.371
丰台,2,76.86,有厅,低,是,否,4.2936
丰台,1,42.06,无厅,中,是,否,4.2797
丰台,2,83,有厅,低,是,否,4.2772
丰台,1,43.38,无厅,高,是,否,4.2647
丰台,1,43,无厅,低,是,否,4.1861
海淀,2,64.3,有厅,低,是,否,5.4433
海淀,2,66.3,有厅,高,是,否,5.1283
海淀,2,66.3,有厅,中,是,否,4.9774
海淀,2,71.1,有厅,中,是,否,4.9227
海淀,3,91.7,有厅,中,是,否,4.9074
海淀,2,66.3,有厅,低,是,否,4.8266
海淀,1,66,有厅,中,是,否,4.8182
海淀,2,66.3,有厅,高,是,否,4.6758
海淀,2,72,有厅,中,是,否,4.4445
海淀,3,91,有厅,高,是,否,4.3957
海淀,1,72.06,有厅,中,是,否,4.3714
海淀,2,92.06,有厅,低,是,否,4.2907
海淀,2,71,有厅,高,是,否,4.2254
海淀,2,86,有厅,低,是,否,4.1861
海淀,3,98,有厅,低,是,否,4.1837
海淀,1,72.06,有厅,中,是,否,4.1632
海淀,2,86.3,有厅,高,是,否,4.1136
石景山,3,90.03,有厅,中,否,否,3.5544
石景山,3,90.03,有厅,低,是,否,3.3323
石景山,2,70.71,有厅,高,否,否,3.3235
石景山,2,71,有厅,中,否,否,3.3099
石景山,2,73.26,有厅,高,否,否,3.2078
石景山,2,66.69,有厅,高,否,否,3.074
石景山,1,49,有厅,高,否,否,2.9592
石景山,2,71.23,有厅,中,否,否,2.8781
石景山,2,101.92,有厅,低,否,否,2.8454
石景山,2,101,有厅,低,否,否,2.8218
石景山,2,102,有厅,低,否,否,2.7942
石景山,2,102,有厅,低,否,否,2.7451
石景山,2,101.54,有厅,低,否,否,2.7379
石景山,2,70.71,有厅,高,否,否,2.6871
石景山,2,67.2,有厅,高,否,否,2.6786
石景山,2,102.1,有厅,低,否,否,2.6739
石景山,2,71,有厅,高,否,否,2.6479
石景山,2,102,有厅,低,否,否,2.6471
石景山,1,91.32,有厅,低,否,否,3.8327
石景山,2,52.46,有厅,低,是,否,3.3931
石景山,2,56.09,有厅,中,是,否,3.3875
石景山,2,62.4,有厅,中,是,否,3.1731
